Geneid,SSCN43.bam,SSCN44.bam,SSCP22.bam,SSCP26.bam,SSCP28.bam,SSCP29.bam,SSCP30.bam
LOC125980337,0,0,0,0,0,0,0
LOC125980339,0,0,0,0,0,0,0
LOC125980340,20,67,34,17,5,12,14
LOC125980341,24,58,28,15,9,14,10
LOC125980342,47,64,39,38,22,23,59
LOC125980343,0,0,0,0,0,0,0
LOC125980344,0,0,0,0,0,0,0
LOC125980345,9,41,18,15,4,7,10
LOC125980347,6,44,22,20,14,10,24
LOC125980348,0,0,0,0,0,0,0
LOC125980349,15,45,28,11,6,7,7
LOC125980350,16,42,32,8,12,4,24
LOC125980351,0,0,0,0,0,0,0
LOC125980352,30,72,36,27,17,45,43
LOC125980353,0,0,0,0,0,0,0
LOC125980354,26,64,23,18,6,14,14
LOC125980355,24,49,29,14,14,24,4
LOC125980356,26,84,46,19,13,29,39
LOC125980357,0,0,0,0,0,0,0
LOC125980358,15,50,33,19,6,16,23
LOC125980359,0,0,0,0,0,0,0
LOC125980360,14,41,12,9,3,9,9
LOC125980361,8,53,18,9,11,11,7
LOC125980362,21,48,35,13,12,22,23
LOC125980363,0,0,0,0,0,0,0
LOC125980364,17,73,16,19,28,23,30
LOC125980365,0,0,0,0,0,0,0
LOC125980366,19,44,23,6,4,1,12
LOC125980367,7,33,11,4,12,13,14
LOC125980368,17,47,46,25,26,19,34
LOC125980369,0,0,0,0,0,0,0
LOC125980370,0,0,0,0,0,0,2
LOC125980371,28,63,28,8,5,17,19
LOC125980373,19,73,29,19,18,23,39
LOC125980379,121,66,26,6,62,30,52
LOC125980380,0,0,0,2,4,1,8
LOC125980381,103861,38005,20962,3912,14218,3264,12459
LOC125980382,1972,1635,1662,2532,1939,2381,2370
LOC125980406,227,56,565,122,483,893,724
LOC125980410,119,198,171,114,296,106,277
LOC125980412,168,47,256,32,114,104,56
LOC125980413,763,594,1342,777,507,1177,837
LOC125980416,80,171,2,151,31,31,36
LOC125980417,1502,3149,2369,1264,4753,1469,3696
LOC125980419,1123,1208,446,461,507,696,755
LOC125980420,589,630,648,456,463,661,911
LOC125980421,22,16,81,6,4,6,48
LOC125980422,396,410,735,315,359,402,600
LOC125980423,49,40,9,69,56,77,40
LOC125980424,88,43,128,84,59,281,266
LOC125980425,1731,2977,2159,2122,1534,2079,1586
LOC125980427,5223,1410,709,521,4186,373,1453
LOC125980428,61,20,57,133,45,127,43
LOC125980430,34,6,18,2,4,0,8
LOC125980431,2,0,6,0,0,2,3
LOC125980432,0,2,0,0,2,4,2
LOC125980434,405,1090,12,518,172,203,122
LOC125980436,3,4,4,14,6,40,60
LOC125980444,3641,3990,4890,2866,4460,3142,5428
LOC125980450,986,1136,1491,1096,1017,892,1019
LOC125980452,0,4,30,0,2,0,4
LOC125980456,235,188,53,458,65,202,57
LOC125980460,849,607,3725,980,760,1559,1371
LOC125980466,74,105,228,194,50,217,155
LOC125980470,7,6,96,9,29,27,42
LOC125980475,4,11,101,11,6,6,26
LOC125980477,2108,1428,651,2685,1232,1056,947
LOC125980479,223,166,702,178,257,362,474
LOC125980481,10,0,16,8,5,0,10
LOC125980491,28,0,105,6,6,2,2
LOC125980493,10,6,0,18,5,7,0
LOC125980495,259,6,1805,250,602,28,28
LOC125980499,2,2,18,14,24,8,9
LOC125980502,788,1042,1028,750,1176,658,765
LOC125980503,35343,22731,25391,8068,35061,15984,36652
LOC125980513,1,5,6,0,0,2,4
LOC125980515,93,73,11,35,103,20,11
LOC125980524,1178,451,1327,926,1184,1183,2255
LOC125980525,63,8,22,18,56,110,53
LOC125980533,2737,1834,4319,3114,3008,3169,3242
LOC125980542,547,421,1159,679,705,1702,1165
LOC125980543,559,291,449,395,484,577,783
LOC125980552,504,348,583,408,482,553,581
LOC125980553,333,357,175,37,57,102,134
LOC125980555,4,2,1,1,0,6,7
LOC125980558,7,34,33,38,14,17,12
LOC125980568,6,8,0,6,11,10,30
LOC125980577,2535,2660,2430,1311,1562,1570,1875
LOC125980578,904,281,8130,624,1905,368,85
LOC125980579,347,185,2744,153,262,631,109
LOC125980580,107,231,389,152,167,208,240
LOC125980581,2,3,1,1,0,0,1
LOC125980582,41,51,91,42,47,110,39
LOC125980583,15,31,11,34,5,49,9
LOC125980584,0,40,69,112,84,76,45
LOC125980586,3,8,98,144,10,43,13
LOC125980591,319,593,1137,194,949,278,789
LOC125980594,6,2,18,3,8,0,33
LOC125980596,0,0,0,4,0,6,34
LOC125980600,1010,384,1394,1522,752,1327,946
LOC125980602,473,993,1067,449,514,507,774
LOC125980606,107,119,12,562,94,321,21
LOC125980614,20,0,49,8,38,22,46
LOC125980616,27,11,50,48,24,86,29
LOC125980618,305,190,583,343,325,590,569
LOC125980620,239,317,468,690,174,514,365
LOC125980621,609,422,96,539,198,234,214
LOC125980622,139,143,212,510,115,562,316
LOC125980623,44,35,27,50,38,40,26
LOC125980627,571,152,662,320,411,131,154
LOC125980629,82,10,29,9,12,6,8
LOC125980630,1,0,0,0,2,0,0
LOC125980631,18,16,8,16,21,41,47
LOC125980633,8,1,2,0,7,2,2
LOC125980642,28,18,44,12,32,12,41
LOC125980645,284,361,802,153,467,451,293
LOC125980646,119,116,211,70,106,121,170
LOC125980648,9,1,0,2,1,12,18
LOC125980649,4,0,0,0,0,8,0
LOC125980656,210,406,301,221,224,332,383
LOC125980657,10,21,16,10,30,148,25
LOC125980659,8,8,32,15,54,4,10
LOC125980660,12,1,10,10,10,28,29
LOC125980661,8,12,14,2,6,19,10
LOC125980662,0,0,0,0,0,4,4
LOC125980668,209,192,708,386,271,170,469
LOC125980669,42,28,121,63,54,96,64
LOC125980670,0,0,0,0,0,0,11
LOC125980674,1,0,0,7,0,15,25
LOC125980680,0,0,0,0,0,0,0
LOC125980683,3079,2842,1888,1737,3689,1446,3390
LOC125980687,74,116,97,94,88,149,98
LOC125980690,3102,3001,2383,4194,3186,2219,2852
LOC125980694,58,46,129,58,81,94,239
LOC125980697,59,14,28,51,28,21,21
LOC125980698,3,0,3,1,2,18,13
LOC125980700,32,21,98,21,35,42,41
LOC125980701,76,57,31,80,43,67,61
LOC125980702,3199,1431,1179,2293,1438,1894,1454
LOC125980704,329,44,248,136,228,241,319
LOC125980709,0,1,0,7,2,0,0
LOC125980710,295,190,385,187,422,99,320
LOC125980712,4,0,1,2,35,0,1
LOC125980718,11,2,0,3,5,2,8
LOC125980719,1100,794,1077,2467,681,1680,722
LOC125980734,1,0,10,0,0,1,1
LOC125980737,595,639,368,1575,449,562,415
LOC125980744,447,719,519,1070,534,565,554
LOC125980749,78,32,386,102,82,240,152
LOC125980752,257,252,371,316,203,322,221
LOC125980754,0,8,5,2,0,6,4
LOC125980763,10,2,6,4,10,0,0
LOC125980765,0,0,32,4,4,6,1
LOC125980766,4,2,1,0,0,2,0
LOC125980768,2,0,2,0,1,0,0
LOC125980769,14,7,81,37,20,39,24
LOC125980770,49,13,201,111,121,52,14
LOC125980771,10,2,22,46,20,24,1
LOC125980772,3,8,12,10,3,13,6
LOC125980773,0,0,0,0,0,0,1
LOC125980775,25,19,45,76,22,36,29
LOC125980776,0,0,0,4,0,0,0
LOC125980777,0,0,0,0,4,1,5
LOC125980778,247,150,176,146,183,279,287
LOC125980779,20,46,218,27,24,20,7
LOC125980780,25,18,34,39,8,46,8
LOC125980783,14,4,32,17,8,29,0
LOC125980784,0,0,0,0,0,0,0
LOC125980785,14,33,66,45,14,55,11
LOC125980786,0,0,0,0,0,0,0
LOC125980787,10,0,1,9,23,0,6
LOC125980788,92,1,34,43,30,48,27
LOC125980792,0,0,0,9,0,0,0
LOC125980793,3,5,3,9,0,8,3
LOC125980794,0,0,0,1,0,0,1
LOC125980795,11,1,1,13,3,3,7
LOC125980798,1910,1243,1756,991,1366,1441,1328
LOC125980800,0,1,1,0,1,0,0
LOC125980802,19,1,2,13,1,4,3
LOC125980805,2,0,3,0,0,2,5
LOC125980807,0,0,0,0,0,0,4
LOC125980809,0,0,0,0,0,0,0
LOC125980815,14,22,90,39,32,76,74
LOC125980823,18,11,15,15,16,8,15
LOC125980824,584,282,317,64,222,77,248
LOC125980829,2979,1590,2756,3052,3334,3822,2803
LOC125980831,161,113,104,151,114,65,72
LOC125980832,474,544,1215,384,366,270,534
LOC125980841,390,389,1667,257,726,189,1206
LOC125980843,998,1436,1952,1156,1436,1367,1515
LOC125980847,38,18,36,34,89,38,79
LOC125980853,4660,12302,1037,9866,4276,2529,1189
LOC125980855,27,16,31,27,84,21,31
LOC125980856,268,149,330,92,165,205,771
LOC125980857,5318,6405,750,3718,2548,1299,721
LOC125980859,2,0,0,0,0,0,0
LOC125980862,381,552,86,705,375,229,233
LOC125980863,42,72,188,64,90,235,253
LOC125980872,24,14,42,23,31,85,75
LOC125980874,11,6,28,11,34,23,32
LOC125980878,158,104,37,258,85,117,47
LOC125980879,0,0,0,2,0,0,0
LOC125980882,197,53,191,108,209,66,68
LOC125980893,262,103,837,207,177,460,403
LOC125980904,1387,1416,2954,1225,1279,956,1578
LOC125980907,3629,1928,4999,3253,3188,4612,3447
LOC125980908,188,761,119,446,80,239,118
LOC125980909,555,445,1478,824,699,1347,1299
LOC125980911,20,62,305,28,41,61,33
LOC125980912,540,621,664,439,586,389,610
LOC125980913,33058,35157,9491,24720,22984,10561,10796
LOC125980914,26,248,14,54,23,54,8
LOC125980915,462,433,1031,90,574,1414,270
LOC125980916,5892,6868,11855,8127,13460,8939,12680
LOC125980919,5,8,24,2,13,7,15
LOC125980922,0,3,26,4,0,2,8
LOC125980926,406,590,93,1051,217,559,95
LOC125980928,2,12,6,8,0,22,14
LOC125980930,2419,1547,450,23989,2404,2575,1038
LOC125980932,0,0,0,0,0,8,2
LOC125980965,52,45,33,29,19,96,79
LOC125980971,2,1,0,0,0,4,0
LOC125980973,3731,1208,2643,1157,1598,1314,1825
LOC125980980,430,123,1803,558,357,1387,1116
LOC125980996,1244,1079,1574,1187,990,1308,1624
LOC125981002,10,5,13,15,4,23,9
LOC125981005,439,177,527,367,398,775,604
LOC125981012,1000,658,1210,1040,893,1127,1111
LOC125981014,121,96,266,112,112,189,302
LOC125981019,626,530,1124,766,747,772,831
LOC125981022,36,34,246,89,65,338,344
LOC125981031,110,79,369,199,135,186,277
LOC125981034,47,2,80,26,72,44,57
LOC125981037,499,392,1494,767,606,1005,1037
LOC125981040,919,605,2501,864,1266,789,1255
LOC125981046,46,9,24,238,15,77,10
LOC125981049,1,2,1,4,5,4,7
LOC125981051,55066,65134,5612,63892,39020,15392,7132
LOC125981055,27651,10,95652,20978,20460,30823,56084
LOC125981057,2600,5770,2887,9775,3703,5412,2143
LOC125981064,5502,2316,4967,4595,4961,4098,5206
LOC125981066,259,260,768,151,360,492,495
LOC125981069,103,243,18,48,22,124,31
LOC125981075,9650,9041,610,15888,3834,2633,1213
LOC125981077,646,752,2423,1232,758,1565,1038
LOC125981078,37,26,94,5,50,13,60
LOC125981079,9455,15116,866,24665,6029,5160,1656
LOC125981080,46,24,75,28,62,47,49
LOC125981082,22832,28974,1421,39942,13104,8781,3440
LOC125981083,2,0,0,0,3,1,0
LOC125981084,7,8,154,7,30,21,12
LOC125981086,20,28,18,52,25,46,43
LOC125981087,2,0,0,2,6,2,6
LOC125981092,1871,1661,1439,2030,1637,1275,1629
LOC125981094,135,147,338,169,104,272,331
LOC125981098,1481,1274,2947,1682,1906,2134,2599
LOC125981099,2754,3214,3992,3265,3160,2446,3170
LOC125981101,134,63,310,247,264,316,304
LOC125981108,5,4,8,12,12,10,11
LOC125981109,857,869,596,1626,691,611,1244
LOC125981115,16,6,22,62,18,0,2
LOC125981120,12,16,121,9,2,42,32
LOC125981121,20,5,10,2,24,2,6
LOC125981122,3,4,0,2,2,12,6
LOC125981125,1,1,6,8,0,3,0
LOC125981127,1795,2247,2716,2267,2174,2745,2765
LOC125981129,482,215,300,53,185,78,220
LOC125981133,3,4,0,1,0,1,3
LOC125981136,117,91,224,69,133,196,276
LOC125981137,3,5,0,0,0,5,0
LOC125981138,0,0,0,4,6,3,0
LOC125981139,20,19,8,19,17,23,27
LOC125981141,155,122,139,55,75,85,52
LOC125981142,2,0,1,6,2,0,16
LOC125981143,93,11,60,66,56,167,154
LOC125981144,5,25,26,7,10,1,22
LOC125981146,48,25,86,65,42,80,60
LOC125981147,4,5,36,6,4,0,3
LOC125981152,2,0,0,10,6,8,1
LOC125981155,0,2,4,15,12,4,4
LOC125981158,14,6,26,12,6,8,6
LOC125981160,0,0,2,2,12,0,0
LOC125981161,4,0,14,2,0,0,2
LOC125981163,2,2,4,0,4,0,14
LOC125981167,560,636,1205,710,649,866,956
LOC125981172,34,16,11,9,13,18,43
LOC125981175,8,22,86,14,19,24,22
LOC125981179,32,57,14,38,14,20,6
LOC125981185,1,4,8,3,3,3,1
LOC125981186,603,377,213,328,373,255,290
LOC125981190,42,24,22,70,10,18,25
LOC125981194,330,262,565,313,230,388,525
LOC125981195,784,1560,2263,1148,1533,1166,1139
LOC125981196,421,1181,1660,934,925,1498,1263
LOC125981197,556,800,3835,1038,932,3141,1261
LOC125981199,2,0,0,2,6,0,6
LOC125981205,3867,10153,6032,7561,6365,3983,4636
LOC125981216,5,1,11,4,15,9,2
LOC125981222,6,3,9,0,2,8,12
LOC125981223,8,31,4,6,21,54,30
LOC125981226,0,0,0,0,0,0,0
LOC125981230,990,541,1411,727,787,898,1178
LOC125981238,6,4,4,83,12,3,43
LOC125981244,305,610,832,644,510,630,722
LOC125981245,0,8,12,11,52,6,31
LOC125981247,792,695,1262,756,1259,979,1421
LOC125981251,256,106,43,274,72,161,34
LOC125981252,11444,23029,433,16069,4212,3409,1130
LOC125981264,859,814,1367,836,1520,1596,1385
LOC125981265,0,0,0,0,0,0,0
LOC125981266,1,15,0,4,6,18,0
LOC125981268,3,0,10,0,1,4,28
LOC125981280,192,246,262,219,286,458,440
LOC125981288,4245,4585,4344,4740,3666,3730,5359
LOC125981291,657,681,835,724,745,1991,1601
LOC125981294,3,10,0,5,4,1,39
LOC125981297,0,12,8,7,0,16,1
LOC125981302,1,0,2,10,2,6,21
LOC125981304,487,142,74,178,74,276,40
LOC125981307,5,1,8,13,7,12,27
LOC125981309,1,0,0,0,0,2,0
LOC125981310,0,0,0,0,0,0,0
LOC125981312,1710,1367,3150,1298,2342,1771,2960
LOC125981313,22,17,14,36,14,40,70
LOC125981314,725,597,1320,663,709,895,1437
LOC125981315,2945,2039,1282,1742,1205,1078,919
LOC125981318,20,10,0,4,16,6,11
LOC125981319,0,0,0,0,1,3,3
LOC125981322,22,2,0,2,15,21,20
LOC125981328,159,19,30,118,72,86,188
LOC125981334,14,50,14,4,47,8,71
LOC125981338,141,972,248,263,258,28,16
LOC125981340,488,756,683,616,854,1581,1042
LOC125981342,7,12,7,6,4,14,21
LOC125981343,22,4,8,8,9,10,21
LOC125981344,2,0,4,0,1,2,1
LOC125981346,114,55,24,93,29,20,6
LOC125981347,38,12,50,46,724,45,187
LOC125981348,11,0,0,4,0,6,0
LOC125981349,0,0,4,2,0,4,4
LOC125981350,14,0,0,8,4,10,5
LOC125981357,31,25,84,33,17,16,23
LOC125981358,16,11,34,88,16,24,7
LOC125981359,21,0,0,40,1,4,0
LOC125981367,1074,734,1475,1306,1067,1421,1094
LOC125981369,1004,1535,77,20,2632,107,471
LOC125981371,249,854,2593,764,769,840,886
LOC125981379,648,219,759,408,364,599,610
LOC125981385,550,1150,884,661,966,706,812
LOC125981387,65,39,56,17,13,148,661
LOC125981388,238,61,115,44,113,43,282
LOC125981389,2,4,0,2,1,0,2
LOC125981392,868,440,1003,522,754,836,1004
LOC125981394,4,0,0,6,1,5,22
LOC125981396,15,4,14,12,7,22,6
LOC125981397,188,321,238,607,228,214,138
LOC125981398,172,103,158,25,126,122,151
LOC125981402,5125,2219,9347,5181,12327,2236,1851
LOC125981404,246,64,274,268,203,357,184
LOC125981405,184,120,285,155,143,255,188
LOC125981406,20055,33864,20604,20033,26377,13067,22788
LOC125981409,17,34,92,96,57,41,68
LOC125981410,1353,889,1947,1552,1290,1261,1359
LOC125981419,3,0,1,0,0,5,2
LOC125981420,21,24,73,57,35,50,271
LOC125981429,1274,991,4113,1713,2145,1715,2458
LOC125981431,72,2345,96,997,75,220,134
LOC125981434,0,0,0,0,0,0,0
LOC125981435,0,0,0,0,0,0,0
LOC125981436,0,0,0,0,0,0,0
LOC125981437,0,0,0,0,0,0,0
LOC125981438,0,0,0,0,0,0,0
LOC125981439,0,0,0,0,0,0,0
LOC125981440,0,0,0,0,0,0,0
LOC125981441,0,0,0,0,0,0,0
LOC125981442,0,0,0,0,0,0,0
LOC125981443,0,0,0,0,0,0,0
LOC125981444,0,0,0,0,0,0,0
LOC125981445,0,0,0,0,0,0,0
LOC125981446,0,0,0,0,0,0,0
LOC125981447,0,0,0,0,0,0,0
LOC125981448,0,0,0,0,0,0,0
LOC125981449,0,0,0,0,0,0,0
LOC125981450,0,0,0,0,0,0,0
LOC125981451,0,0,0,0,0,0,0
LOC125981452,0,0,0,0,0,0,0
LOC125981453,0,0,0,0,0,0,0
LOC125981454,0,0,0,0,0,0,0
LOC125981455,0,0,0,0,0,0,0
LOC125981456,0,0,0,0,0,0,0
LOC125981457,0,0,0,0,0,0,0
LOC125981458,0,0,0,0,0,0,0
LOC125981459,0,0,0,0,0,0,0
LOC125981460,0,0,0,0,0,0,0
LOC125981461,0,0,0,0,0,0,0
LOC125981462,0,0,0,0,0,0,0
LOC125981463,0,0,0,0,0,0,0
LOC125981464,0,0,0,0,0,0,0
LOC125981465,0,0,0,0,0,0,0
LOC125981466,0,0,0,0,0,0,0
LOC125981467,0,0,0,0,0,0,0
LOC125981468,0,0,0,0,0,0,0
LOC125981469,0,0,0,0,0,0,0
LOC125981470,0,0,0,0,0,0,0
LOC125981471,0,0,0,0,0,0,0
LOC125981472,0,0,0,0,0,0,0
LOC125981473,0,0,0,0,0,0,0
LOC125981474,0,0,0,0,0,0,0
LOC125981475,0,0,0,0,0,0,0
LOC125981476,0,0,0,0,0,0,0
LOC125981477,0,0,0,0,0,0,0
LOC125981478,0,0,0,0,0,0,0
LOC125981479,0,0,0,0,0,0,0
LOC125981480,0,0,0,0,0,0,0
LOC125981481,0,0,0,0,0,0,0
LOC125981482,0,0,0,0,0,0,0
LOC125981483,0,0,0,0,0,0,0
LOC125981484,0,0,0,0,0,0,0
LOC125981485,0,0,0,0,0,0,0
LOC125981486,0,0,0,0,0,0,0
LOC125981487,0,0,0,0,0,0,0
LOC125981488,0,0,0,0,0,0,0
LOC125981489,0,0,0,0,0,0,0
LOC125981490,0,0,0,0,0,0,1
LOC125981491,0,0,0,0,0,0,0
LOC125981492,0,0,0,0,0,0,0
LOC125981493,0,0,0,0,0,0,0
LOC125981494,0,0,0,0,0,0,0
LOC125981495,182,28,397,171,177,305,223
LOC125981496,0,0,0,0,0,0,0
LOC125981497,0,0,0,0,0,0,0
LOC125981498,0,0,0,0,0,0,0
LOC125981499,0,2,0,0,1,0,0
LOC125981500,0,0,0,0,0,0,0
LOC125981501,0,0,0,0,1,0,0
LOC125981502,0,0,0,0,0,0,0
LOC125981503,0,0,0,0,0,0,0
LOC125981504,0,0,0,0,0,0,0
LOC125981505,0,0,0,0,0,0,0
LOC125981506,0,0,0,0,0,0,0
LOC125981507,0,0,0,0,0,0,0
LOC125981508,0,0,0,0,0,0,0
LOC125981509,0,0,0,1,0,0,0
LOC125981510,0,0,0,0,0,0,0
LOC125981512,0,0,0,0,0,0,0
LOC125981513,0,0,0,0,0,0,0
LOC125981514,0,0,0,0,0,0,0
LOC125981515,0,0,0,0,0,0,0
LOC125981516,0,0,0,0,0,0,0
LOC125981517,0,0,0,0,0,0,0
LOC125981518,0,0,0,0,0,0,0
LOC125981519,0,0,0,0,0,0,0
LOC125981520,0,0,0,0,0,0,0
LOC125981521,0,0,0,0,0,0,0
LOC125981522,888,263,666,962,721,594,990
LOC125981523,0,0,0,0,0,0,0
LOC125981524,0,0,0,0,0,0,0
LOC125981525,0,0,0,0,0,0,0
LOC125981526,0,0,0,0,0,0,0
LOC125981527,0,0,0,0,0,0,0
LOC125981528,0,0,0,0,0,0,0
LOC125981529,0,0,0,0,0,0,0
LOC125981530,0,0,0,0,0,0,0
LOC125981531,0,0,0,0,0,0,0
LOC125981532,0,0,0,0,0,0,0
LOC125981533,0,0,0,0,0,0,0
LOC125981534,0,0,0,0,0,0,0
LOC125981535,0,0,0,0,0,0,0
LOC125981536,0,0,0,0,0,0,0
LOC125981537,0,0,0,0,0,0,0
LOC125981538,0,0,0,0,0,0,0
LOC125981539,0,0,0,0,0,0,0
LOC125981540,0,0,0,0,0,0,0
LOC125981541,0,0,0,0,0,0,0
LOC125981542,0,0,0,0,0,0,0
LOC125981543,0,0,0,0,0,0,0
LOC125981544,0,0,0,0,0,0,0
LOC125981545,0,0,0,0,0,0,0
LOC125981546,0,0,0,0,0,0,0
LOC125981547,0,0,0,0,0,0,0
LOC125981549,0,0,0,0,0,0,0
LOC125981550,0,0,0,0,0,0,0
LOC125981551,0,0,0,0,0,0,0
LOC125981552,0,0,0,0,0,0,0
LOC125981553,0,0,0,0,0,0,0
LOC125981554,0,0,0,0,0,0,0
LOC125981555,0,0,0,0,0,0,0
LOC125981556,0,0,0,0,0,0,0
LOC125981557,0,0,0,0,0,0,0
LOC125981558,0,0,0,0,0,0,0
LOC125981567,0,0,0,0,0,0,0
LOC125981568,0,0,0,0,0,0,0
LOC125981569,2,4,0,28,0,0,0
LOC125981570,0,0,0,0,0,0,0
LOC125981571,0,0,0,0,0,0,0
LOC125981576,1,0,0,1,0,0,0
LOC125981577,0,0,0,0,0,0,0
LOC125981578,0,0,0,0,0,0,0
LOC125981579,0,0,0,0,0,0,0
LOC125981581,0,0,0,0,0,0,0
LOC125981582,0,0,0,0,0,0,0
LOC125981583,0,4,2,0,0,2,3
LOC125981584,5,6,29,7,3,4,10
LOC125981585,1,0,0,0,0,0,5
LOC125981586,10,12,59,34,35,32,32
LOC125981587,0,0,0,0,0,0,0
LOC125981588,0,0,0,0,0,0,0
LOC125981589,0,0,0,0,0,0,0
LOC125981590,0,0,0,0,0,0,0
LOC125981591,0,0,0,0,0,0,0
LOC125981592,0,0,0,0,0,0,0
LOC125981593,0,0,0,0,0,0,0
LOC125981594,0,0,0,0,0,0,0
LOC125981595,0,0,0,0,0,0,0
LOC125981596,0,0,0,0,0,0,0
LOC125981597,0,0,0,0,0,0,0
LOC125981598,0,0,0,0,0,0,0
LOC125981599,0,0,0,0,0,0,0
LOC125981600,0,0,0,0,0,0,0
LOC125981601,0,0,0,0,0,0,0
LOC125981602,0,0,0,0,0,0,0
LOC125981603,0,0,0,0,0,0,0
LOC125981604,0,0,0,0,0,0,0
LOC125981605,0,0,0,0,0,0,0
LOC125981607,0,0,0,0,0,0,0
LOC125981608,0,0,0,0,0,0,0
LOC125981609,0,0,0,0,0,0,0
LOC125981610,0,0,0,0,0,0,0
LOC125981611,0,0,0,0,0,0,0
LOC125981612,0,0,0,0,0,0,0
LOC125981613,0,0,0,0,0,0,0
LOC125981614,0,0,0,0,0,0,0
LOC125981615,0,0,0,0,0,0,0
LOC125981616,0,0,0,0,0,0,0
LOC125981617,0,0,0,0,0,0,0
LOC125981618,0,0,0,0,0,0,0
LOC125981619,0,0,0,0,0,0,0
LOC125981620,0,0,0,0,0,0,0
LOC125981621,0,0,0,0,0,0,0
LOC125981623,0,0,0,0,0,0,0
LOC125981654,0,0,0,0,0,0,0
LOC125981655,8,40,14,16,6,14,10
LOC125981657,0,0,0,0,0,0,0
LOC125981659,0,0,0,0,0,0,0
LOC125981660,18,68,26,26,11,21,18
LOC125981661,22,62,30,18,7,13,8
LOC125981662,35,83,37,31,24,24,47
LOC125981663,0,0,0,0,0,0,0
LOC125981664,10,57,29,26,16,30,27
LOC125981665,0,0,0,0,0,0,0
LOC125981666,22,38,11,7,9,9,7
LOC125981667,4,36,13,11,9,5,9
LOC125981668,20,57,27,26,12,18,21
LOC125981669,0,0,0,0,0,0,0
LOC125981670,8,59,21,26,10,20,32
LOC125981671,0,0,0,0,0,0,0
LOC125981672,14,44,18,15,9,12,8
LOC125981673,14,38,26,7,5,12,14
LOC125981675,18,51,27,28,16,16,26
LOC125981676,0,0,0,0,0,0,0
LOC125981677,6,48,10,14,4,10,8
LOC125981678,16,58,46,10,8,14,32
LOC125981679,0,0,0,0,0,0,0
LOC125981680,32,79,37,32,31,35,38
LOC125981681,0,0,0,0,0,0,0
LOC125981682,18,69,31,26,13,17,16
LOC125981683,20,57,37,14,11,11,24
LOC125981684,34,77,52,39,23,35,44
LOC125981685,0,0,0,0,0,0,0
LOC125981686,6,48,24,8,4,12,8
LOC125981687,26,65,48,24,18,29,18
LOC125981689,0,0,0,0,0,0,0
LOC125981691,16,79,41,16,24,32,50
LOC125981692,0,0,0,0,0,0,0
LOC125981693,6,44,26,13,3,23,17
LOC125981694,8,44,34,15,11,19,7
LOC125981695,24,73,49,26,34,40,35
LOC125981696,0,0,0,0,0,0,0
LOC125981697,6,32,10,10,12,14,8
LOC125981698,11,35,22,20,13,35,14
LOC125981700,266,71,364,588,220,286,141
LOC125981701,626,55,60,264,189,60,112
LOC125981702,520,432,1617,392,3702,704,1586
LOC125981705,56,21,125,15,50,23,41
LOC125981707,86,29,7,63,15,31,11
LOC125981709,87,98,0,137,17,16,22
LOC125981718,223,139,59,429,210,94,152
LOC125981722,54,56,10,6,32,14,32
LOC125981723,355,515,796,386,709,754,764
LOC125981724,0,0,0,1,2,0,0
LOC125981727,101,4,547,49,224,22,11
LOC125981728,2,6,4,14,34,67,2
LOC125981729,3306,4054,5421,4998,3912,5336,3926
LOC125981733,384,733,128,559,144,178,64
LOC125981735,54,68,140,37,43,65,64
LOC125981738,143,255,15,10,52,186,130
LOC125981741,168,210,486,241,242,283,653
LOC125981747,229,105,749,176,153,456,392
LOC125981760,2264,1019,913,233,539,302,1429
LOC125981767,96,133,550,126,114,233,97
LOC125981770,0,0,2,2,4,5,4
LOC125981771,62,42,373,62,80,128,133
LOC125981772,20,21,38,4,29,20,0
LOC125981774,12,32,16,392,31,88,25
LOC125981776,4,2,0,3,2,0,10
LOC125981781,21,3,4,0,1,0,4
LOC125981784,118,86,222,95,78,224,129
LOC125981785,1286,2591,2798,1248,3677,1030,3480
LOC125981788,649,990,1509,759,964,1315,1317
LOC125981792,18,14,26,13,4,12,20
LOC125981794,474,274,591,741,492,503,587
LOC125981797,356,157,494,180,381,194,369
LOC125981798,597,547,398,1148,1615,499,494
LOC125981800,0,0,18,0,0,0,2
LOC125981801,0,2,2,11,4,0,0
LOC125981802,2,1,0,2,2,0,10
LOC125981803,184,132,241,82,171,104,70
LOC125981804,60,90,47,195,115,79,92
LOC125981805,3,43,69,22,7,38,13
LOC125981806,221,46,263,141,80,273,261
LOC125981807,64,128,4,78,11,30,35
LOC125981811,6004,593,72,1130,694,229,161
LOC125981812,2,9,94,0,3,0,10
LOC125981814,246,132,399,244,260,440,410
LOC125981816,12214,30747,2744,14275,10063,6024,2844
LOC125981817,1851,1168,4135,1687,2056,1889,2056
LOC125981818,798,1349,1069,1080,1011,916,950
LOC125981820,38,60,87,820,66,88,50
LOC125981821,9,5,8,16,6,12,15
LOC125981823,0,0,0,1,4,6,1
LOC125981824,541,1299,907,854,725,909,677
LOC125981825,7,49,7,16,11,21,5
LOC125981829,146,77,334,124,178,360,494
LOC125981830,51,33,86,14,105,8,63
LOC125981831,23,20,49,24,55,69,91
LOC125981833,165,220,66,255,265,30,64
LOC125981834,0,0,0,0,0,0,0
LOC125981837,221,396,538,297,344,219,298
LOC125981840,61,94,64,150,221,88,106
LOC125981843,2398,2962,392,44,475,327,1518
LOC125981845,2,11,0,31,2,3,7
